Student_ID,Study_Hours_Per_Week,Attendance_Rate,Assignment_Score,Quizzes_Score,Final_Score,Pass_Fail
STU_0605,17.6,100.0,76.6,82.2,82.6,Pass
STU_1919,8.7,59.2,67.6,63.0,70.3,Pass
STU_0090,12.5,79.4,94.5,8.4,72.7,Pass
STU_0849,5.6,78.1,41.6,65.6,52.4,Fail
STU_1520,9.9,75.4,67.0,77.0,66.7,Pass
STU_1918,9.5,83.9,36.1,87.2,70.5,Pass
STU_0754,1.7,56.6,49.8,54.0,36.8,Fail
STU_0499,9.8,84.7,65.6,34.1,62.4,Pass
STU_1277,5.1,61.9,58.3,68.6,56.5,Fail
STU_1326,8.7,73.7,84.2,72.0,80.7,Pass
STU_0012,9.6,71.4,74.9,72.6,63.7,Pass
STU_0397,6.3,68.7,85.5,67.0,59.8,Fail
STU_0285,5.2,49.9,62.3,100.0,58.5,Fail
STU_1067,11.0,85.9,64.5,85.8,65.5,Pass
STU_1192,11.0,39.4,63.2,63.1,58.8,Fail
STU_1745,1.8,57.6,87.5,44.3,56.9,Fail
STU_0691,3.3,57.5,36.5,41.3,51.0,Fail
STU_1753,7.5,56.2,53.0,46.2,48.0,Fail
STU_1876,2.0,46.1,33.3,58.3,70.3,Pass
STU_0690,5.2,51.3,54.3,73.0,58.6,Fail
STU_0852,22.4,100.0,100.0,99.8,81.6,Pass
STU_0160,19.0,99.5,92.1,90.7,61.3,Pass
STU_0896,7.8,76.2,60.5,42.0,68.3,Pass
STU_1576,12.7,81.9,55.0,93.1,83.2,Pass
STU_0258,7.7,79.3,57.6,92.5,63.6,Pass
STU_0336,2.7,37.5,51.8,76.8,52.0,Fail
STU_1880,10.1,78.3,64.5,36.1,64.0,Pass
STU_1040,8.5,62.6,86.6,82.6,60.7,Pass
STU_0516,7.2,78.7,70.0,31.5,62.3,Pass
STU_1349,5.6,64.1,81.4,43.3,66.6,Pass
STU_1016,8.6,87.2,74.8,75.9,60.8,Pass
STU_0769,12.3,83.5,100.0,72.5,73.2,Pass
STU_1747,7.6,59.7,66.2,72.7,57.9,Fail
STU_0762,8.8,65.3,54.8,89.2,56.5,Fail
STU_1247,6.8,44.2,64.7,73.3,67.6,Pass
STU_1204,4.6,56.7,50.0,51.1,58.0,Fail
STU_1468,10.5,62.7,42.3,55.8,55.7,Fail
STU_1984,8.6,65.1,65.7,55.6,55.8,Fail
STU_0522,11.6,81.8,62.2,79.7,54.3,Fail
STU_0023,3.1,58.2,64.2,60.9,57.2,Fail
STU_0357,12.1,75.3,80.5,79.6,76.4,Pass
STU_1278,8.2,50.2,77.7,86.2,70.8,Pass
STU_1313,10.7,72.1,84.3,67.6,60.1,Pass
STU_1683,7.5,84.4,40.5,93.4,71.4,Pass
STU_0341,4.5,47.1,72.9,63.1,56.4,Fail
STU_0432,4.1,59.2,70.7,75.9,67.6,Pass
STU_0474,6.1,68.6,72.1,65.1,57.2,Fail
STU_0218,8.1,76.5,68.1,56.4,54.6,Fail
STU_0912,8.6,57.2,58.7,83.9,57.5,Fail
STU_1228,6.1,62.2,62.9,62.8,54.6,Fail
STU_1597,6.9,79.8,65.1,61.9,58.9,Fail
STU_1012,2.8,72.7,82.0,64.1,61.8,Pass
STU_1950,6.4,61.7,28.9,80.3,60.4,Pass
STU_0094,9.2,68.3,61.7,52.5,53.6,Fail
STU_1009,2.9,53.9,45.7,48.0,52.1,Fail
STU_1071,6.8,69.9,61.1,64.8,66.1,Pass
STU_1093,9.6,71.2,63.2,47.7,60.1,Pass
STU_1915,25.0,100.0,100.0,97.7,88.8,Pass
STU_1309,11.9,59.5,59.6,79.6,56.1,Fail
STU_0697,11.5,69.5,62.2,52.5,63.6,Pass
STU_1828,16.6,99.4,58.4,65.8,72.9,Pass
STU_0997,16.8,89.7,100.0,76.2,69.3,Pass
STU_0154,15.9,96.1,68.2,77.9,67.1,Pass
STU_1100,15.9,78.4,66.5,100.0,69.9,Pass
STU_1719,12.4,79.5,89.6,88.1,68.9,Pass
STU_1998,3.4,49.8,41.2,27.7,79.1,Pass
STU_0790,10.5,100.0,74.8,56.0,66.8,Pass
STU_0581,13.2,94.9,75.6,62.7,66.1,Pass
STU_0704,19.0,92.4,100.0,100.0,67.4,Pass
STU_1213,10.7,82.8,57.4,56.3,68.7,Pass
STU_1296,9.3,78.9,65.7,61.4,66.8,Pass
STU_1666,9.0,54.8,78.9,41.4,62.0,Pass
STU_1261,2.5,49.6,89.9,45.7,45.3,Fail
STU_0488,5.3,64.5,47.6,63.4,56.7,Fail
STU_0560,1.9,53.5,45.8,84.2,52.4,Fail
STU_1142,5.8,64.8,87.0,57.3,57.5,Fail
STU_1120,12.6,75.7,74.5,80.3,59.2,Fail
STU_0802,6.5,73.3,74.1,41.0,63.4,Pass
STU_0513,10.8,58.9,59.4,25.1,59.1,Fail
STU_0634,9.8,84.7,69.9,87.3,67.2,Pass
STU_1922,4.7,60.0,49.9,74.1,68.0,Pass
STU_1788,5.1,71.7,89.6,42.8,54.2,Fail
STU_1546,4.7,67.1,60.0,65.0,63.6,Pass
STU_1151,6.5,49.9,100.0,87.3,70.5,Pass
STU_0791,5.1,66.3,72.8,75.2,61.5,Pass
STU_0117,4.5,59.6,51.9,45.2,58.5,Fail
STU_0741,7.2,88.3,87.0,67.4,69.0,Pass
STU_1691,1.9,45.4,49.0,45.0,44.6,Fail
STU_1082,5.3,63.7,69.7,75.0,50.5,Fail
STU_0831,7.3,64.1,70.2,53.8,70.0,Pass
STU_0120,3.3,74.5,61.6,58.1,64.1,Pass
STU_0657,7.2,68.3,54.1,51.3,73.4,Pass
STU_1908,5.7,48.9,50.0,37.6,53.1,Fail
STU_0636,7.3,82.5,93.8,74.0,72.2,Pass
STU_0370,3.2,55.1,63.1,95.3,52.5,Fail
STU_0269,22.0,88.3,59.5,66.9,67.2,Pass
STU_0656,16.8,100.0,99.2,100.0,86.3,Pass
STU_0936,15.3,100.0,94.7,61.7,73.2,Pass
STU_0823,10.1,67.3,74.9,65.6,71.2,Pass
STU_0867,21.2,100.0,70.6,69.0,69.2,Pass
STU_0047,8.4,76.1,54.9,100.0,69.1,Pass
STU_1374,5.1,50.3,60.2,56.1,52.5,Fail
STU_1709,3.4,59.5,42.8,43.6,49.0,Fail
STU_0992,13.8,94.5,52.1,84.8,64.8,Pass
STU_0877,5.4,56.5,40.1,77.7,55.1,Fail
STU_0774,7.9,59.9,80.1,68.7,62.9,Pass
STU_1220,2.4,63.9,64.4,55.8,51.8,Fail
STU_2000,3.2,25.1,61.8,63.3,45.0,Fail
STU_0005,18.5,100.0,77.0,71.1,91.3,Pass
STU_1004,19.5,100.0,72.4,56.8,78.2,Pass
STU_1724,9.6,88.8,59.3,52.9,63.7,Pass
STU_0264,13.7,90.1,71.0,70.7,70.8,Pass
STU_1570,4.0,95.1,49.9,72.8,68.0,Pass
STU_1831,4.5,54.4,55.9,60.2,53.5,Fail
STU_0444,11.4,61.6,63.5,96.6,65.8,Pass
STU_1003,8.2,63.2,61.0,91.1,57.0,Fail
STU_1078,8.7,69.9,52.3,81.9,60.3,Pass
STU_0838,5.4,49.8,64.8,58.4,55.7,Fail
STU_1791,19.3,100.0,98.3,78.7,87.6,Pass
STU_0305,12.3,71.1,51.8,50.4,57.4,Fail
STU_1366,7.2,79.6,54.8,55.5,58.1,Fail
STU_1558,10.6,77.9,77.9,39.5,71.6,Pass
STU_0314,14.0,83.5,39.9,55.8,61.9,Pass
STU_0150,3.3,56.3,75.5,66.0,61.0,Pass
STU_1149,4.6,52.0,68.3,61.9,60.2,Pass
STU_1214,15.0,86.8,66.4,57.1,67.9,Pass
STU_0575,5.5,60.6,40.2,74.8,58.5,Fail
STU_0051,4.7,60.2,52.3,85.0,53.3,Fail
STU_1553,7.2,61.0,13.7,63.0,48.1,Fail
STU_0727,9.0,67.5,82.8,82.1,61.5,Pass
STU_0834,4.5,48.3,43.0,74.5,48.7,Fail
STU_1378,9.2,70.2,75.2,39.5,59.3,Fail
STU_1116,13.6,91.0,57.2,87.9,74.2,Pass
STU_1167,11.4,72.1,42.2,59.0,52.2,Fail
STU_0471,17.1,100.0,100.0,85.9,81.4,Pass
STU_0972,12.0,87.9,95.8,94.5,75.6,Pass
STU_0654,3.4,69.1,42.3,58.2,50.7,Fail
STU_0400,11.3,71.6,71.6,64.2,60.5,Pass
STU_0512,12.7,82.7,64.5,77.0,66.6,Pass
STU_0321,5.4,70.5,85.4,75.5,65.8,Pass
STU_0020,3.9,72.6,52.2,48.0,66.0,Pass
STU_0685,9.1,56.6,63.6,55.9,69.3,Pass
STU_0036,13.5,84.3,84.1,62.2,71.3,Pass
STU_0903,3.8,64.3,58.1,81.2,54.9,Fail
STU_1779,13.2,99.4,100.0,70.9,72.3,Pass
STU_0828,25.0,100.0,89.8,99.8,80.2,Pass
STU_1854,14.7,79.2,100.0,72.1,69.3,Pass
STU_0408,1.5,54.1,53.4,93.6,52.5,Fail
STU_0921,2.8,64.9,36.5,46.2,46.4,Fail
STU_0538,4.0,46.8,42.5,72.5,48.5,Fail
STU_0759,6.5,65.6,55.0,55.8,63.6,Pass
STU_1905,5.6,59.4,50.0,52.7,55.6,Fail
STU_1063,3.3,55.4,58.2,37.1,55.5,Fail
STU_1200,8.3,62.8,47.3,59.5,50.3,Fail
STU_0246,8.6,54.4,75.9,59.5,52.8,Fail
STU_1417,10.6,85.2,82.4,68.3,74.3,Pass
STU_1128,1.8,54.2,58.4,64.5,42.7,Fail
STU_0785,5.8,51.5,75.0,64.4,62.0,Pass
STU_1743,10.7,70.2,100.0,94.8,69.5,Pass
STU_0490,17.2,68.8,67.8,99.5,67.1,Pass
STU_0155,5.0,66.4,59.3,49.1,49.0,Fail
STU_0962,10.8,74.2,79.3,64.5,75.2,Pass
STU_0854,11.3,80.8,70.5,96.8,38.2,Fail
STU_1312,6.4,73.2,40.3,74.6,60.6,Pass
STU_0626,23.1,85.4,74.8,72.3,78.9,Pass
STU_0686,16.7,78.8,65.7,72.5,69.9,Pass
STU_1562,3.2,61.9,43.9,64.7,55.3,Fail
STU_0570,8.1,64.6,50.6,46.3,58.1,Fail
STU_1909,10.3,74.1,61.9,91.7,58.6,Fail
STU_0018,6.7,57.1,63.9,48.7,60.8,Pass
STU_0128,10.8,75.1,64.3,82.2,59.7,Fail
STU_1347,9.1,67.1,79.6,77.9,71.4,Pass
STU_1280,3.8,59.0,43.5,42.5,47.9,Fail
STU_1969,7.5,69.7,83.7,38.1,57.1,Fail
STU_0928,6.5,55.2,49.4,65.5,61.1,Pass
STU_0981,6.6,83.9,67.8,73.0,55.6,Fail
STU_1965,5.5,61.6,36.2,70.6,59.2,Fail
STU_0191,23.3,83.2,94.8,85.8,49.0,Fail
STU_1140,8.9,66.5,62.7,82.7,55.1,Fail
STU_0993,10.7,79.3,66.9,73.7,63.0,Pass
STU_1956,4.4,58.7,77.0,48.4,65.7,Pass
STU_1657,5.7,75.9,72.1,57.2,67.9,Pass
STU_0607,10.7,48.0,25.7,68.7,57.2,Fail
STU_0181,8.6,79.4,70.5,79.9,70.0,Pass
STU_0302,5.5,73.9,55.7,57.3,50.5,Fail
STU_0497,6.2,81.4,62.0,37.9,60.1,Pass
STU_1721,15.4,79.5,64.0,81.7,73.5,Pass
STU_1710,6.2,74.6,46.5,50.5,60.1,Pass
STU_1888,14.7,100.0,100.0,79.7,86.2,Pass
STU_1992,16.3,90.9,61.6,74.3,62.9,Pass
STU_0518,9.9,77.8,85.5,33.6,57.9,Fail
STU_1985,9.2,68.9,57.3,58.2,60.0,Fail
STU_1070,6.3,54.5,82.6,90.7,60.4,Pass
STU_0477,4.8,50.1,58.9,42.3,48.8,Fail
STU_0158,0.3,48.6,53.3,36.7,45.8,Fail
STU_1244,5.9,50.5,47.0,49.0,52.2,Fail
STU_1196,11.3,66.4,66.3,48.9,64.4,Pass
STU_0017,5.4,72.9,66.9,67.4,62.9,Pass
STU_1536,11.1,76.8,70.8,71.1,42.2,Fail
STU_1073,11.9,97.6,88.6,100.0,44.2,Fail
STU_1972,4.6,70.9,55.8,54.4,53.5,Fail
STU_0547,3.3,56.9,42.4,29.2,42.1,Fail
STU_1540,18.4,95.9,97.0,69.5,69.8,Pass
STU_0659,18.6,98.5,96.4,85.1,73.3,Pass
STU_1626,9.9,79.5,63.6,79.0,63.5,Pass
STU_1020,8.1,76.1,68.8,97.8,69.4,Pass
STU_1663,13.3,71.8,79.8,59.1,72.0,Pass
STU_1505,11.4,61.8,47.9,48.7,61.6,Pass
STU_0960,4.0,59.4,43.9,79.4,59.9,Fail
STU_1882,17.4,95.0,94.9,80.8,79.7,Pass
STU_0284,2.9,59.0,57.1,90.6,48.2,Fail
STU_0798,15.3,83.5,99.1,51.8,71.5,Pass
STU_1627,11.9,84.0,74.1,61.7,68.8,Pass
STU_0226,9.8,75.7,56.3,61.6,75.4,Pass
STU_0027,7.4,76.9,57.3,92.5,60.8,Pass
STU_1771,4.0,38.4,35.1,48.5,38.0,Fail
STU_0438,15.1,83.8,81.4,75.2,81.5,Pass
STU_1949,7.1,55.2,54.6,48.0,60.7,Pass
STU_1389,3.1,74.2,61.5,64.0,63.5,Pass
STU_0230,3.1,56.3,56.7,40.3,52.7,Fail
STU_0038,6.6,55.1,58.6,76.7,47.9,Fail
STU_0750,7.1,73.8,57.2,40.2,69.8,Pass
STU_1046,10.3,85.8,59.9,91.3,57.0,Fail
STU_1399,6.7,64.1,40.7,50.5,61.2,Pass
STU_0470,5.7,69.7,76.1,56.8,58.8,Fail
STU_1693,9.0,64.7,54.2,86.8,71.7,Pass
STU_1968,3.9,42.3,57.3,92.0,54.9,Fail
STU_0688,11.0,76.2,72.4,77.4,74.6,Pass
STU_1844,14.7,79.3,57.0,61.6,73.1,Pass
STU_0640,21.5,100.0,99.6,100.0,81.9,Pass
STU_1713,2.6,54.1,42.9,63.0,51.6,Fail
STU_1219,4.6,52.5,42.4,42.6,47.4,Fail
STU_1159,10.1,76.8,55.3,67.5,71.3,Pass
STU_1416,11.4,74.4,68.1,36.0,54.5,Fail
STU_1528,5.9,70.9,54.7,78.7,60.4,Pass
STU_1656,3.7,67.1,47.1,38.7,45.8,Fail
STU_1301,11.7,82.0,63.9,71.2,74.7,Pass
STU_1823,9.2,66.7,82.3,66.2,58.8,Fail
STU_0801,4.8,63.8,70.9,49.3,64.4,Pass
STU_1604,1.5,53.3,51.2,21.1,40.0,Fail
STU_0161,2.8,74.2,56.0,71.3,53.9,Fail
STU_0957,6.8,71.4,64.2,64.9,57.6,Fail
STU_1187,6.9,39.5,41.9,85.9,64.3,Pass
STU_0822,3.2,68.5,58.7,57.2,48.4,Fail
STU_1682,2.6,65.1,41.9,48.8,56.7,Fail
STU_0878,10.5,62.4,80.4,61.4,59.9,Fail
STU_0914,6.7,50.4,41.4,52.9,56.5,Fail
STU_0153,14.2,76.9,82.2,88.3,67.5,Pass
STU_1871,7.2,55.6,52.1,81.3,58.2,Fail
STU_1777,3.5,56.3,70.2,76.9,55.2,Fail
STU_0510,11.3,71.1,72.2,91.3,67.1,Pass
STU_1136,11.5,75.2,34.6,77.1,63.4,Pass
STU_1251,16.4,100.0,75.8,100.0,75.8,Pass
STU_1684,16.4,100.0,88.1,100.0,75.3,Pass
STU_0104,4.8,72.2,33.4,50.2,60.1,Pass
STU_1446,7.7,75.8,50.6,44.5,69.8,Pass
STU_1444,9.5,88.7,62.3,65.5,67.3,Pass
STU_0587,5.2,60.9,63.6,51.7,45.7,Fail
STU_1769,3.1,38.2,56.0,66.2,47.9,Fail
STU_1144,10.7,76.3,57.5,67.9,68.9,Pass
STU_0054,9.7,72.1,59.9,69.8,65.7,Pass
STU_0152,23.6,92.7,97.8,100.0,83.5,Pass
STU_0404,5.7,58.6,63.7,60.1,52.7,Fail
STU_1943,18.1,100.0,100.0,98.7,77.0,Pass
STU_0208,13.0,78.5,73.6,95.4,74.9,Pass
STU_1895,17.7,95.3,77.8,57.7,77.5,Pass
STU_1123,14.5,78.9,94.0,74.2,77.2,Pass
STU_1891,8.7,66.0,94.3,68.1,61.1,Pass
STU_0009,9.2,61.4,72.0,37.9,49.2,Fail
STU_1015,1.9,74.3,68.2,100.0,51.9,Fail
STU_1907,3.2,63.1,39.3,40.7,57.8,Fail
STU_1061,2.3,36.3,66.1,57.2,39.1,Fail
STU_0453,9.1,75.1,81.9,64.0,68.1,Pass
STU_0254,12.1,71.6,54.5,63.6,67.0,Pass
STU_1328,3.0,60.1,35.2,64.6,52.2,Fail
STU_0897,4.9,61.9,68.7,95.5,59.3,Fail
STU_1734,14.5,71.8,75.1,68.0,68.5,Pass
STU_0881,7.5,70.1,72.0,42.9,73.4,Pass
STU_1596,5.0,66.8,45.0,66.5,55.2,Fail
STU_1889,5.5,61.7,25.5,65.6,58.3,Fail
STU_0624,6.4,59.6,62.4,73.3,61.4,Pass
STU_0346,6.7,76.0,28.8,88.7,60.0,Fail
STU_1703,15.1,100.0,37.9,67.6,79.8,Pass
STU_0263,7.7,62.9,66.9,100.0,62.6,Pass
STU_1635,13.1,79.9,72.4,91.1,73.9,Pass
STU_1322,11.4,68.7,57.5,82.7,61.9,Pass
STU_1439,6.9,54.9,65.3,54.1,62.2,Pass
STU_0151,13.4,79.0,66.5,78.4,68.7,Pass
STU_0473,17.4,100.0,87.1,85.1,76.0,Pass
STU_0641,13.1,86.0,88.9,70.5,73.3,Pass
STU_1983,11.6,78.9,56.4,65.0,69.4,Pass
STU_1883,20.5,100.0,100.0,95.2,90.6,Pass
STU_0551,11.6,89.6,74.9,44.0,69.5,Pass
STU_1780,20.7,98.2,85.0,100.0,79.1,Pass
STU_0929,6.2,60.4,85.6,44.8,56.2,Fail
STU_0489,15.4,84.0,61.1,76.6,66.7,Pass
STU_1812,4.9,66.0,79.2,71.8,64.4,Pass
STU_1172,3.4,67.1,58.5,84.4,51.6,Fail
STU_0147,13.0,92.1,68.7,77.7,75.0,Pass
STU_1705,3.0,39.5,41.9,26.0,52.9,Fail
STU_1929,19.5,100.0,100.0,100.0,81.4,Pass
STU_0403,3.3,38.0,59.7,76.3,56.4,Fail
STU_0955,15.3,66.5,51.3,63.7,63.7,Pass
STU_1878,5.7,64.0,46.9,38.7,59.4,Fail
STU_0660,4.5,87.7,70.9,55.1,62.3,Pass
STU_1373,4.7,58.0,74.0,67.4,47.6,Fail
STU_0464,17.4,95.6,100.0,61.4,84.1,Pass
STU_1350,6.7,81.6,57.5,100.0,66.2,Pass
STU_0187,8.1,49.0,66.6,77.7,63.7,Pass
STU_1148,6.2,76.9,70.3,52.0,44.6,Fail
STU_1225,18.1,100.0,75.0,85.7,76.7,Pass
STU_0609,7.9,82.9,45.1,78.3,62.1,Pass
STU_0144,4.7,51.8,56.9,62.7,70.1,Pass
STU_0752,10.9,73.4,69.9,67.1,62.2,Pass
STU_1535,8.2,67.4,57.7,77.7,61.9,Pass
STU_0982,3.9,59.8,75.3,27.0,60.4,Pass
STU_0198,10.2,68.9,77.6,69.6,67.8,Pass
STU_1634,9.1,72.9,33.2,64.0,64.4,Pass
STU_0884,9.9,90.3,66.7,98.4,66.8,Pass
STU_0280,9.6,93.9,60.9,85.3,60.9,Pass
STU_0294,2.9,59.4,75.1,52.2,51.8,Fail
STU_1824,11.6,72.7,73.3,54.8,57.2,Fail
STU_0401,6.6,89.5,71.8,71.5,71.3,Pass
STU_0123,8.3,53.5,64.2,69.8,62.8,Pass
STU_1208,9.2,57.8,86.2,33.0,59.9,Fail
STU_0203,9.2,80.0,44.2,70.4,61.1,Pass
STU_1463,16.0,98.8,98.2,88.5,86.7,Pass
STU_0836,10.1,86.6,73.2,54.9,70.6,Pass
STU_0247,22.9,95.7,98.4,94.8,86.0,Pass
STU_1440,6.6,61.3,44.2,81.6,51.2,Fail
STU_1754,5.4,68.6,66.2,62.7,54.1,Fail
STU_1902,22.8,100.0,100.0,96.0,85.7,Pass
STU_1708,4.5,59.2,50.7,40.9,51.2,Fail
STU_1881,8.7,67.7,59.4,53.8,62.4,Pass
STU_1154,4.5,67.1,52.2,87.1,65.1,Pass
STU_1662,7.7,74.3,42.9,35.3,50.3,Fail
STU_1427,3.0,58.3,49.5,52.6,69.2,Pass
STU_0385,17.9,98.8,97.3,71.9,78.1,Pass
STU_1759,0.5,48.0,35.8,57.5,39.4,Fail
STU_0855,4.6,68.2,37.8,55.9,51.6,Fail
STU_1590,9.1,50.5,49.5,55.1,69.8,Pass
STU_0220,23.9,86.0,90.4,100.0,84.7,Pass
STU_0642,10.7,76.8,61.3,83.5,59.7,Fail
STU_0002,7.3,63.6,85.9,66.7,63.5,Pass
STU_0113,7.0,80.2,64.2,81.1,65.7,Pass
STU_0699,8.2,65.0,48.9,67.9,60.6,Pass
STU_1916,13.2,66.4,75.2,54.3,74.1,Pass
STU_0952,10.1,84.6,55.6,82.0,73.4,Pass
STU_1649,8.4,54.3,59.5,73.8,44.8,Fail
STU_1637,4.4,96.2,62.1,36.2,69.1,Pass
STU_1886,24.0,100.0,100.0,83.8,84.6,Pass
STU_1411,6.9,77.0,63.9,52.3,71.7,Pass
STU_1410,9.7,100.0,64.6,100.0,75.7,Pass
STU_1534,13.0,77.2,62.3,48.1,61.5,Pass
STU_1292,17.0,100.0,61.2,70.9,55.0,Fail
STU_1809,2.3,58.6,73.8,66.9,55.6,Fail
STU_0442,12.0,89.6,66.2,75.2,44.1,Fail
STU_1521,11.5,65.8,35.0,97.7,60.1,Pass
STU_1137,3.3,57.4,47.1,54.4,57.5,Fail
STU_1716,11.9,86.4,79.5,41.4,60.4,Pass
STU_1257,4.2,74.4,95.3,68.0,69.6,Pass
STU_1864,4.0,61.2,63.4,65.8,52.4,Fail
STU_1632,7.7,54.8,36.0,55.7,47.8,Fail
STU_1696,5.2,70.2,59.3,73.8,54.1,Fail
STU_1398,17.4,100.0,77.9,100.0,71.0,Pass
STU_0664,14.0,87.6,73.0,57.6,35.4,Fail
STU_1836,6.7,65.6,77.3,64.9,59.1,Fail
STU_1258,6.2,71.8,68.4,49.5,59.3,Fail
STU_1774,10.8,78.4,81.2,96.1,62.5,Pass
STU_1701,5.5,56.4,71.2,60.3,51.3,Fail
STU_0318,11.2,74.1,65.4,69.4,69.9,Pass
STU_0649,7.7,86.4,57.3,83.4,80.7,Pass
STU_1435,8.4,68.8,57.1,47.3,63.3,Pass
STU_1480,4.5,80.6,57.1,71.8,64.6,Pass
STU_0710,4.8,63.5,41.1,66.6,60.5,Pass
STU_1383,4.8,80.4,44.7,54.8,58.9,Fail
STU_1283,2.2,92.4,63.9,78.4,66.7,Pass
STU_0973,6.1,52.3,54.2,53.1,52.6,Fail
STU_0628,9.2,79.8,44.0,72.7,56.7,Fail
STU_0633,13.4,54.7,90.3,41.9,73.3,Pass
STU_1307,8.0,57.2,52.3,43.6,53.8,Fail
STU_1401,12.5,83.6,74.8,100.0,73.3,Pass
STU_1409,7.4,77.0,76.4,86.4,67.6,Pass
STU_1249,7.1,62.2,76.1,53.4,53.2,Fail
STU_1953,9.7,94.5,80.8,76.8,55.5,Fail
STU_1255,13.2,91.3,100.0,74.5,71.7,Pass
STU_1497,1.7,65.8,48.3,80.2,57.9,Fail
STU_1372,9.4,79.4,70.2,63.2,61.3,Pass
STU_1530,4.4,54.0,50.6,71.2,53.8,Fail
STU_1664,8.5,64.9,54.0,95.8,63.0,Pass
STU_1355,3.7,60.2,75.1,55.1,56.0,Fail
STU_1926,22.9,100.0,89.2,86.8,74.4,Pass
STU_1901,7.0,58.9,65.1,53.9,56.6,Fail
STU_1644,5.9,70.9,86.6,74.2,61.7,Pass
STU_1849,4.0,59.3,44.5,60.2,40.9,Fail
STU_0796,3.9,62.1,54.4,80.7,55.4,Fail
STU_0646,15.3,94.4,44.5,68.9,63.5,Pass
STU_1013,6.6,63.9,42.1,55.6,67.5,Pass
STU_1840,19.3,98.1,72.0,74.8,68.2,Pass
STU_0557,8.6,53.4,72.4,83.9,62.1,Pass
STU_0682,3.1,68.9,63.3,72.2,56.0,Fail
STU_0578,13.4,93.1,69.0,100.0,44.9,Fail
STU_1110,7.9,85.0,83.9,41.9,75.7,Pass
STU_1267,7.9,84.0,67.2,64.3,56.4,Fail
STU_1723,7.1,64.5,55.7,98.1,59.2,Fail
STU_1184,11.3,66.6,70.9,98.2,78.1,Pass
STU_0525,18.5,100.0,95.5,53.1,71.3,Pass
STU_1060,17.0,92.0,70.3,77.5,73.2,Pass
STU_0541,13.1,73.9,62.4,70.2,72.2,Pass
STU_1195,11.8,59.1,70.9,91.1,63.9,Pass
STU_1679,6.1,78.5,75.9,59.2,63.5,Pass
STU_0749,5.4,43.5,66.6,40.8,48.0,Fail
STU_1852,9.0,71.8,76.4,65.2,63.3,Pass
STU_1431,21.1,100.0,100.0,85.2,72.5,Pass
STU_0485,10.7,58.2,70.7,56.8,68.5,Pass
STU_1758,4.4,81.0,44.7,58.4,56.7,Fail
STU_0096,5.0,77.2,61.3,89.5,58.6,Fail
STU_1021,5.0,70.8,47.8,15.8,51.0,Fail
STU_0564,10.3,89.2,58.6,61.3,61.3,Pass
STU_1265,13.4,89.9,78.1,45.9,65.6,Pass
STU_0743,8.1,78.5,86.2,62.8,59.1,Fail
STU_0864,21.0,96.4,100.0,96.2,82.4,Pass
STU_1599,10.6,72.1,38.9,38.8,61.2,Pass
STU_1715,9.2,83.2,62.1,78.3,60.7,Pass
STU_1485,18.0,100.0,66.8,55.2,70.2,Pass
STU_0892,5.7,76.8,66.2,38.5,54.3,Fail
STU_1578,6.7,78.5,62.1,63.3,60.0,Fail
STU_1039,3.6,51.0,59.7,50.4,58.1,Fail
STU_0207,7.0,67.6,58.5,64.9,62.7,Pass
STU_0393,3.6,75.5,42.9,42.8,46.4,Fail
STU_0795,4.1,52.3,47.5,59.1,45.0,Fail
STU_0871,5.9,46.2,47.1,43.9,43.0,Fail
STU_0398,6.4,40.9,49.0,44.3,53.0,Fail
STU_0767,6.9,72.2,32.2,100.0,67.9,Pass
STU_1842,9.8,53.2,42.2,100.0,63.6,Pass
STU_1242,3.3,45.7,46.3,33.0,40.2,Fail
STU_1029,1.4,67.3,69.0,28.2,58.0,Fail
STU_1793,2.3,48.8,65.5,54.3,55.9,Fail
STU_0643,25.0,93.6,100.0,93.9,40.0,Fail
STU_1892,7.6,82.3,60.8,85.1,60.1,Pass
STU_0613,6.4,68.8,53.5,0.0,56.9,Fail
STU_1763,5.4,70.8,46.6,67.4,47.4,Fail
STU_0961,5.1,67.7,65.2,53.0,55.0,Fail
STU_1571,7.6,66.8,50.9,89.6,58.9,Fail
STU_0726,8.7,76.4,76.3,51.9,63.3,Pass
STU_0684,10.4,69.6,80.2,87.9,66.6,Pass
STU_0099,4.1,90.1,79.7,53.0,57.6,Fail
STU_0805,5.2,67.0,35.6,89.2,68.3,Pass
STU_1752,6.8,76.1,81.7,64.7,65.0,Pass
STU_1598,5.7,40.7,66.6,57.2,73.9,Pass
STU_0407,11.4,53.6,81.4,55.7,70.9,Pass
STU_0503,20.4,87.8,100.0,67.2,76.9,Pass
STU_1072,18.7,87.0,91.1,85.7,72.9,Pass
STU_1057,6.6,74.1,48.3,68.3,57.4,Fail
STU_0930,4.2,64.6,59.4,82.2,72.7,Pass
STU_0780,3.0,57.9,19.5,63.3,53.5,Fail
STU_0201,5.8,66.6,34.2,60.6,54.2,Fail
STU_0135,1.9,35.1,37.2,55.0,42.4,Fail
STU_1052,12.7,47.7,69.3,58.6,60.1,Pass
STU_0041,12.7,63.2,60.1,42.7,67.8,Pass
STU_1018,4.9,59.1,32.1,79.8,46.6,Fail
STU_0231,20.7,97.1,73.2,79.7,52.8,Fail
STU_1514,9.3,79.2,66.7,86.8,56.3,Fail
STU_1797,9.5,83.8,65.9,56.2,58.2,Fail
